Seq,Subject ID,Action,Share,PathRoot,PathMid,PathTail,fileName,fileType,Bytes,Start Hr,Start Min,Start Sec,Finish Hr,Finish Min,Finish Sec
166,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,964,15,59,47.902,15,59,48.107
167,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,24715,15,59,49.515,15,59,51.08
168,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,7064,15,59,52.881,15,59,53.615
169,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5896,16,0,6.084,16,0,7.426
170,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,4093,16,0,10.013,16,0,11.084
171,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,8972,16,0,20.441,16,0,20.579
172,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,5671,16,0,21.69,16,0,23.761
173,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E15_dd_1821_17_Nov.pdf,.pdf,3308,16,0,23.761,16,0,31.653
174,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,34042,16,0,33.305,16,0,33.556
175,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40400,16,0,36.125,16,0,38.196
176,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,18564,16,0,42.112,16,0,43.821
177,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E16_dd_1821_17_Nov.pdf,.pdf,7071,16,0,46.404,16,0,46.687
178,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,12969,16,0,55.092,16,0,57.087
179,222,OPENMS,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,18995,16,1,0.173,16,1,11.166
180,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,30792,16,1,38.541,16,1,39.063
181,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,9740,16,1,40.649,16,1,42.092
182,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,7209,16,1,44.229,16,1,44.943
183,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5831,16,1,52.095,16,1,58.982
184,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,11203,16,2,0.126,16,2,2.094
185,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,5311,16,2,5.321,16,2,6.705
