Seq,Subject ID,Action,Share,PathRoot,PathMid,PathTail,fileName,fileType,Bytes,Start Hr,Start Min,Start Sec,Finish Hr,Finish Min,Finish Sec
23,222,OPEN,EMPTY,Users,john:ConvoyPlanning:Crew:,Inbox,Evans_dd_1821_17_Nov (2).pdf,.pdf,6234,14,59,27.195,14,59,27.582
24,222,CHANGE_DIR,EMPTY,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,12805,14,59,31.684,14,59,32.836
25,222,OPENMS,EMPTY,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,18366,14,59,34.135,14,59,44.756
26,222,WRITE,EMPTY,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,31714,15,0,2.598,15,0,3.017
27,222,CHANGE_DIR,EMPTY,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,864,15,0,3.001,15,0,3.223
28,222,LIST_DIR,EMPTY,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,11428,15,0,6.333,15,0,6.752
29,222,OPEN,EMPTY,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,3063,15,0,7.84,15,0,9.85
30,222,WRITE,EMPTY,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5586,15,0,22.841,15,0,28.336
31,222,CHANGE_DIR,EMPTY,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,10708,15,0,32.153,15,0,32.303
32,222,CHANGE_DIR,EMPTY,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,4023,15,0,33.397,15,0,40.536
33,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,343217,15,3,10.399,15,3,10.732
34,222,CHANGE_DIR,PUBLIC,john,,john,EMPTY,EMPTY,460,15,3,10.526,15,3,10.732
35,222,CHANGE_DIR,PUBLIC,Users,john:,ConvoyPlanning,EMPTY,EMPTY,533207,15,3,18.37,15,3,18.628
36,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,47056,15,3,21.24,15,3,21.547
37,222,LOGOFF,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,39039,15,4,19.313,15,4,31.93
38,222,LOGOFF,IPC$,EMPTY,,EMPTY,EMPTY,EMPTY,454,15,4,31.927,15,4,31.93
39,222,CHANGE_DIR,PUBLIC,Users,john:,ConvoyPlanning,EMPTY,EMPTY,44891,15,5,43.159,15,5,43.384
40,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,1016,15,5,43.179,15,5,43.384
41,222,CHANGE_DIR,IPC$,Users,,Users,EMPTY,EMPTY,49115,15,6,27.06,15,6,30.267
42,222,CHANGE_DIR,EMPTY,Users,john:,ConvoyPlanning,EMPTY,EMPTY,16959,15,6,40.101,15,6,40.493
43,222,CHANGE_DIR,EMPTY,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,17772,15,6,42.349,15,6,43.648
44,222,OPEN,EMPTY,Users,john:ConvoyPlanning:Crew:,Inbox,Evans_dd_1821_17_Nov.pdf,.pdf,6671,15,6,46.169,15,6,46.52
45,222,CHANGE_DIR,EMPTY,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,12521,15,6,50.34,15,6,51.882
46,222,CONNECT,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,53320,15,7,20.763,15,7,27.13
47,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,724,15,7,26.928,15,7,27.13
48,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,22339,15,8,3.164,15,8,3.402
49,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,1100,15,8,3.194,15,8,3.402
50,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,3436,15,8,6.152,15,8,6.353
1,222,ATTEMPT,EMPTY,EMPTY,,EMPTY,EMPTY,EMPTY,1231,15,37,7.997,15,37,35.794
2,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,26595,15,37,40.405,15,37,40.869
3,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,26466,15,37,50.26,15,37,50.672
4,222,CHANGE_DIR,PUBLIC,Users,john:,ConvoyPlanning,EMPTY,EMPTY,16428,15,37,52.356,15,37,52.552
5,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,11160,15,37,54.024,15,37,54.247
6,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,17702,15,37,55.006,15,37,55.303
7,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E1_dd_1821_17_Nov.pdf,.pdf,6490,15,37,56.747,15,37,57.19
8,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,11317,15,38,10.429,15,38,10.443
9,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,5019,15,38,10.566,15,38,11.746
10,222,OPENMS,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,25915,15,38,16.297,15,38,31.456
11,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,903,15,38,31.455,15,38,31.663
12,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,32962,15,39,3.296,15,39,3.867
13,222,CLOSE,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,10184,15,39,4.945,15,39,6.663
14,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,3728,15,39,7.808,15,39,8.255
15,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,4599,15,39,17.954,15,39,22.291
16,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,12349,15,39,23.085,15,39,28.278
17,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,12293,15,39,29.587,15,39,31.386
18,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E1_dd_1821_17_Nov.pdf,.pdf,4632,15,39,32.007,15,39,33.718
19,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,18123,15,39,41.494,15,39,41.97
20,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,23355,15,39,44.214,15,39,44.471
21,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40400,15,39,47.027,15,39,49.408
22,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,25128,15,39,50.77,15,39,51.778
23,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E2_dd_1821_17_Nov.pdf,.pdf,6570,15,39,53.554,15,39,53.863
24,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15503,15,39,56.857,15,39,59.1
25,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,48401,15,40,30.588,15,40,31.153
26,222,CLOSE,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,10947,15,40,32.874,15,40,40.417
27,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,3391,15,40,41.275,15,40,41.952
28,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,3844,15,40,45.069,15,40,57.471
29,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,20306,15,40,59.669,15,41,3.772
30,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E2_dd_1821_17_Nov.pdf,.pdf,4742,15,41,5.837,15,41,12.62
31,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E3_dd_1821_17_Nov.pdf,.pdf,5586,15,41,12.619,15,41,12.881
32,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,10505,15,41,16.562,15,41,18.113
33,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,31000,15,42,2.727,15,42,2.942
34,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,1722,15,42,2.738,15,42,2.942
35,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,27211,15,42,4.935,15,42,6.614
36,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,6591,15,42,7.97,15,42,8.632
37,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,15261,15,42,23.663,15,42,25.278
38,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,12082,15,42,27.685,15,42,29.343
39,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E3_dd_1821_17_Nov.pdf,.pdf,4254,15,42,29.343,15,42,32.007
40,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,39740,15,42,37.797,15,42,39.177
41,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40636,15,42,42.613,15,42,45.913
42,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,23680,15,42,47.178,15,42,49.024
43,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E4_dd_1821_17_Nov.pdf,.pdf,7039,15,42,49.836,15,42,50.13
44,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15051,15,42,53.216,15,42,54.561
45,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,49305,15,43,33.215,15,43,33.738
46,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,32335,15,43,42.16,15,43,42.635
47,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,11213,15,43,46.309,15,43,47.003
48,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5587,15,43,54.981,15,44,2.37
49,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,4128,15,44,3.07,15,44,4.984
50,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,8712,15,44,7.061,15,44,7.201
51,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,9967,15,44,8.408,15,44,10.501
52,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E4_dd_1821_17_Nov.pdf,.pdf,3220,15,44,10.501,15,44,17.087
53,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,33936,15,44,17.47,15,44,19.722
54,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40742,15,44,22.645,15,44,25.099
55,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,22956,15,44,28.508,15,44,29.582
56,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E5_dd_1821_17_Nov.pdf,.pdf,6570,15,44,32.12,15,44,32.382
57,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15051,15,44,34.401,15,44,36.034
58,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,30672,15,45,12.328,15,45,12.541
59,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,1476,15,45,12.336,15,45,12.541
60,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,25903,15,45,13.798,15,45,17.991
61,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,4215,15,45,27.475,15,45,27.997
62,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,3619,15,45,28.652,15,45,29.394
63,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,6235,15,45,42.995,15,45,55.211
64,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,30813,15,46,18.081,15,46,20.473
65,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E5_dd_1821_17_Nov.pdf,.pdf,4373,15,46,23.599,15,46,25.531
66,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,13351,15,46,32.166,15,46,35.998
67,222,OPENMS,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,17387,15,46,39.853,15,46,51
68,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,30586,15,47,31.658,15,47,32.22
69,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,7983,15,47,32.262,15,47,36.007
70,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,6524,15,47,40.198,15,47,40.909
71,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5442,15,47,51.007,15,47,55.66
72,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,18596,15,48,2.316,15,48,3.511
73,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E6_dd_1821_17_Nov.pdf,.pdf,3339,15,48,5.38,15,48,11.292
74,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,34028,15,48,11.69,15,48,12.813
75,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40636,15,48,16.833,15,48,19.123
76,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,21508,15,48,21.486,15,48,22.421
77,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E7_dd_1821_17_Nov.pdf,.pdf,3135,15,48,23.851,15,48,24.005
78,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,34246,15,48,29.033,15,48,30.507
79,222,CHANGE_DIR,PUBLIC,EMPTY,,EMPTY,EMPTY,EMPTY,472,15,48,30.507,15,48,30.71
80,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40506,15,48,32.767,15,48,34.756
81,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,21508,15,48,35.941,15,48,38.288
82,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E8_dd_1821_17_Nov.pdf,.pdf,6570,15,48,39.531,15,48,39.773
83,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15051,15,48,42.967,15,48,44.407
84,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,43484,15,49,16.335,15,49,16.857
85,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,9660,15,49,17.836,15,49,19.701
86,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,3311,15,49,19.881,15,49,20.017
87,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,3452,15,49,20.984,15,49,21.384
88,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,6540,15,49,44.049,15,49,50.319
89,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,11176,15,49,51.172,15,49,53.926
90,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,8401,15,49,57.298,15,49,59.538
91,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E8_dd_1821_17_Nov.pdf,.pdf,3010,15,49,59.536,15,50,8.189
92,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,33936,15,50,8.611,15,50,10.111
93,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40400,15,50,12.705,15,50,14.275
94,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,20784,15,50,15.227,15,50,16.127
95,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E9_dd_1821_17_Nov.pdf,.pdf,6570,15,50,17.377,15,50,17.619
96,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15157,15,50,20.583,15,50,21.765
97,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,42926,15,50,51.172,15,50,51.746
98,222,CLOSE,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,10781,15,50,53.522,15,50,54.806
99,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,8580,15,51,3.025,15,51,5.633
100,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,4089,15,51,6.638,15,51,8.027
101,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,13944,15,51,9.287,15,51,14.469
102,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,35883,15,51,24.49,15,51,26.049
103,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40968,15,51,28.715,15,51,30.425
104,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,20166,15,51,32.607,15,51,33.553
105,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,18745,15,51,46.029,15,51,47.261
106,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,10437,15,51,47.417,15,51,48.917
107,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,43738,15,52,28.465,15,52,29.037
108,222,CLOSE,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,11585,15,52,30.746,15,52,32.478
109,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,3616,15,52,33.357,15,52,34.049
110,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5054,15,52,41.035,15,52,44.711
111,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,16365,15,52,52.105,15,52,56.353
112,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,36084,15,53,7.603,15,53,11.008
113,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40968,15,53,13.933,15,53,14.856
114,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,22244,15,53,16.364,15,53,17.422
115,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E11_dd_1821_17_Nov.pdf,.pdf,6602,15,53,18.684,15,53,18.98
116,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15613,15,53,25.087,15,53,26.992
117,222,OPENMS,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,14561,15,53,26.99,15,53,37.948
118,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,30845,15,54,13.103,15,54,14.048
119,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,.~lock.Crew_Roster.xls#,.xls#,10116,15,54,15.107,15,54,17.573
120,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,3675,15,54,17.755,15,54,18.766
121,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,8770,15,54,32.068,15,54,36.434
122,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,18799,15,54,44.444,15,54,48.1
123,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E11_dd_1821_17_Nov.pdf,.pdf,4261,15,54,49.487,15,54,57.879
124,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,34028,15,54,58.277,15,55,0.039
125,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40400,15,55,3.62,15,55,4.881
126,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E12_dd_1821_17_Nov.pdf,.pdf,28136,15,55,9.515,15,55,9.963
127,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15507,15,55,12.684,15,55,14.04
128,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,28542,15,55,47.707,15,55,47.921
129,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,1476,15,55,47.717,15,55,47.921
130,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,23652,15,55,49.155,15,55,50.057
131,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,6735,15,55,52.923,15,55,53.633
132,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5665,15,56,0.057,15,56,7.852
133,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,11203,15,56,8.511,15,56,10.059
134,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,8255,15,56,13.935,15,56,15.757
135,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,37622,15,56,20.977,15,56,22.818
136,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40968,15,56,25.087,15,56,26.428
137,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,20772,15,56,27.564,15,56,28.571
138,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E13_dd_1821_17_Nov.pdf,.pdf,6602,15,56,30.105,15,56,30.377
139,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15051,15,56,33.093,15,56,34.329
140,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,28086,15,57,4.077,15,57,4.289
141,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,1040,15,57,4.085,15,57,4.289
142,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,24067,15,57,6.518,15,57,8.014
143,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,6522,15,57,9.154,15,57,9.932
144,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5532,15,57,16.065,15,57,22.183
145,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,17183,15,57,32.469,15,57,34.068
146,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E13_dd_1821_17_Nov.pdf,.pdf,3868,15,57,34.067,15,57,42.669
147,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,34028,15,57,43.064,15,57,44.74
148,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40636,15,57,47.31,15,57,48.572
149,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,20036,15,57,49.715,15,57,51.715
150,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E14_dd_1821_17_Nov.pdf,.pdf,7071,15,57,52.781,15,57,53.027
151,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,7431,15,57,57.037,15,57,58.172
152,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,10065,15,57,58.33,15,58,0.179
153,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,28312,15,58,35.593,15,58,35.81
154,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,1476,15,58,35.605,15,58,35.81
155,222,DELETE,PUBLIC,Users,john:ConvoyPlanning:,Crew,Crew_Roster.xls,.xls,24540,15,58,36.751,15,58,38.348
156,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,6405,15,58,39.36,15,58,40.083
157,222,WRITE,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,log.txt,.txt,5225,15,58,44.086,15,58,50.255
158,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Workflow,EMPTY,EMPTY,11203,15,58,51.558,15,58,53.607
159,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,6481,15,58,56.416,15,58,58.018
160,222,CHANGE_DIR,PUBLIC,Users,,Users,EMPTY,EMPTY,35617,15,59,6.118,15,59,7.483
161,222,CHANGE_DIR,PUBLIC,Users,,john,EMPTY,EMPTY,40816,15,59,9.986,15,59,11.406
162,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,EMPTY,EMPTY,19300,15,59,12.32,15,59,14.073
163,222,OPEN,PUBLIC,Users,john:ConvoyPlanning:Crew:,Inbox,E15_dd_1821_17_Nov.pdf,.pdf,7071,15,59,15.014,15,59,15.282
164,222,CHANGE_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,15051,15,59,18.908,15,59,20.034
165,222,LIST_DIR,PUBLIC,Users,john:ConvoyPlanning:,Crew,EMPTY,EMPTY,29110,15,59,47.894,15,59,48.107
