10.58.46,17.59,1,0.57,0.33,0.22
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,229512,4062440,1811332
1003516,646396,357120,1458992
10.58.56,17.59,1,0.56,0.33,0.23
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,232072,4061612,1809600
1003516,646396,357120,1459800
10.59.06,17.59,1,0.54,0.34,0.23
234,2,176,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,231760,4061948,1809576
1003516,646396,357120,1459592
10.59.17,17.59,1,0.53,0.34,0.23
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,231044,4062520,1809720
1003516,646396,357120,1458924
10.59.27,18.00,1,0.53,0.35,0.24
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,229996,4061784,1811504
1003516,646396,357120,1459580
10.58.46,17.59,1,0.57,0.33,0.22
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,229512,4062440,1811332
1003516,646396,357120,1458992
10.58.56,17.59,1,0.56,0.33,0.23
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,232072,4061612,1809600
1003516,646396,357120,1459800
10.59.06,17.59,1,0.54,0.34,0.23
234,2,176,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,231760,4061948,1809576
1003516,646396,357120,1459592
10.59.17,17.59,1,0.53,0.34,0.23
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,231044,4062520,1809720
1003516,646396,357120,1458924
10.59.27,18.00,1,0.53,0.35,0.24
234,1,177,0,0,
2.4,1.0,0.0,96.4,0.1,0.0,0.1,0.0
6103284,229996,4061784,1811504
1003516,646396,357120,1459580
